file_index,filename,总分,文件长度得分,代码重复率得分,关键词得分,有效代码得分,多样性得分,分数段,content
        end
        
        function n = findByIdWithRegexp(obj, id)
            n = [];
            for i = 1:length(obj.container)
                a = regexp(obj.container{i}.id, id, 'match');
                b = ~isempty(a) && strcmp(obj.container{i}.id, a);
                if(b)
                    n = [n; i];
                end
            end
        end
        
        function c = getById(obj, id)
            c = obj.container{obj.findById(id)};
        end
        
        function c = get(obj, n)
            c = obj.container{n};
        end
        
        function obj = set(obj, n, o)
            obj.container{n} = o;
        end
        
        function obj = remove(obj, id)
            id = obj.findById(id);
            obj.container(id) = [];
        end
        
        function names = getNames(obj)
            names = {};
            for ii = 1:length(obj.container)
                names{ii} = obj.container{ii}.name;
            end
        end
        
        function n = length(obj)
            n = length(obj.container);
        end
        
    end
    
end"
4350,CustomContainerTest.m,72.0,100,55.26,60,100.0,44.74,70-80,"classdef CustomContainerTest < matlab.unittest.TestCase
    
    methods (Test)
        
        function testFindById(testCase)
            c = CustomContainer();
            testCase.assertError(@() c.findById('a'), 'Lynx:Runtime:ElementNotFound');
            c = c.addElement(BaselineModel('b', '1'));
            c = c.addElement(BaselineModel('a', '2'));
            testCase.assertEqual(c.findById('a'), 2);
            testCase.assertEqual(c.findById('b'), 1);
            testCase.assertEqual(c.getById('a').id, 'a');
            testCase.assertEqual(c.getById('a').name, '2');
        end
        
        function testFindByIdWithRegexp(testCase)
            c = CustomContainer();
            c = c.addElement(BaselineModel('b', '1'));
            c = c.addElement(BaselineModel('a', '2'));
            c = c.addElement(BaselineModel('b-2', '1'));
            testCase.assertEqual(c.findByIdWithRegexp('a'), 2);
            testCase.assertEqual(c.findByIdWithRegexp('b.*'), [1; 3]);
        end
        
        function testRemove(testCase)
            c = CustomContainer();
            c = c.addElement(BaselineModel('b', '1'));
            c = c.addElement(BaselineModel('a', '2'));
            testCase.assertError(@() c.remove('c'), 'Lynx:Runtime:ElementNotFound');
            c = c.remove('b');
            testCase.assertEqual(c.findById('a'), 1);
            testCase.assertEqual(c.getById('a').id, 'a');
            testCase.assertEqual(c.getById('a').name, '2');
        end
       
    end  
    
end"
4351,CustomFiniteDiffsCalculationMethod.m,77.166,80,56.16,100,100.0,49.67,70-80,"classdef CustomFiniteDiffsCalculationMethod < AbstractGradientCalculationMethod
    
    properties
        h(1,1) double = 1E-6;
        diffType(1,1) FiniteDiffTypeEnum = FiniteDiffTypeEnum.Forward;
        numPts(1,1) uint64 = 2;
        
        computeSparsity(1,1) logical = false;
        gradientSparsity(:,1) double = [];
    end
    
    methods
        function obj = CustomFiniteDiffsCalculationMethod()
            
        end
        
        function tf = useBuiltInMethod(obj)
            tf = false;
        end
        
        function tf = shouldComputeSparsity(obj)
            tf = obj.computeSparsity;
        end
        
        function computeGradientSparsity(obj, fun, x0, fAtX0, useParallel)
            if(obj.computeSparsity)
                obj.gradientSparsity = ones(length(x0),1);
                try
                    g = obj.computeGrad(fun, x0, fAtX0, useParallel);
                    g(g~=0) = 1;
                    
                    obj.gradientSparsity = g;
                catch ME
                    obj.gradientSparsity = ones(length(x0),1);
                end
            else
                obj.gradientSparsity = [];
            end
        end
        
        function g = computeGrad(obj, fun, x0, fAtX0, useParallel)
            if(obj.computeSparsity)
                sparsity = obj.gradientSparsity;
            else
                sparsity = [];
            end
            
            if(isempty(fAtX0))
                fAtX0 = fun(x0);
            end
            
            g = computeGradAtPoint(fun, x0, fAtX0, obj.h, obj.diffType, double(obj.numPts), sparsity, useParallel);
            g = g(:)';
        end
        
        function J = computeJacobian(obj, cFun, x0, cAtX0, useParallel)
            sparsity = [];
            
            if(isempty(cAtX0))
                cAtX0 = cFun(x0);
            end
            
            J = computeGradAtPoint(cFun, x0, cAtX0, obj.h, obj.diffType, double(obj.numPts), sparsity, useParallel);
            J = J';
        end
        
        function openOptionsDialog(obj)           
            output = AppDesignerGUIOutput({false});
            lvd_finiteDiffOptionsGUI_App(obj, output);
        end
    end
    
    methods(Static) %, Access=private
        function cOut = combinedConstrFun(x, lvdData)
            evtToStartScriptExecAt = lvdData.script.getEventForInd(1);
            [c, ceq] = lvdData.optimizer.constraints.evalConstraints(x, true, evtToStartScriptExecAt, false, []);
            cOut = [c(:);ceq(:)];
        end
        
        function optimalStepSizes = determineOptimalStepSizes(fun, x0, hLvdMainGUI)
            fAtX0 = fun(x0);
            
            hValsToTest = 10.^[-14:-2]; %#ok<NBRAK>
            
            p = 1;
            N = length(hValsToTest);
            
            q = parallel.pool.DataQueue;
            if(not(isempty(hLvdMainGUI)))
                hWaitbar = uiprogressdlg(hLvdMainGUI, 'Message','Computing optimal step sizes, please wait...', 'Title','Step Size', 'ShowPercentage',true, 'Icon','info');
                
                q.afterEach(@updateParallelWaitbar);
            else
                hWaitbar = NaN;
            end
            
            derivs = [];
            
            pp = gcp('nocreate');
            if(not(isempty(pp)))
                M = pp.NumWorkers;
            else
                M = 0;
            end
            
            parfor(i=1:length(hValsToTest), M)
                fd = CustomFiniteDiffsCalculationMethod();
                fd.h = hValsToTest(i);
                
                if(numel(fAtX0) > 1)
                    g = fd.computeJacobian(fun, x0, fAtX0, false);
                    derivs(:,i) = g(:);
                else
                    g = fd.computeGrad(fun, x0, fAtX0, false);
                    derivs(:,i) = g(:);
                end
                
                q.send(i); %#ok<PFBNS>
            end
            
            if(not(isempty(hWaitbar)) && isgraphics(hWaitbar) && isvalid(hWaitbar))
                close(hWaitbar);
            end
            
            rawBestHStep = [];
            for(i=1:size(derivs,1)) %#ok<*NO4LP> 
                derivRow = derivs(i,:);
                
                hValLogDiff = diff(log(hValsToTest));
                derivValueDiffs = abs(diff(derivRow));
                hStepDeriv = derivValueDiffs ./ hValLogDiff;
                [~,I] = min(hStepDeriv);
                rawBestHStep(i) = hValsToTest(I); %#ok<AGROW>
                
            end
            
            reshapedBestHStep = reshape(rawBestHStep,[numel(fAtX0),numel(x0)]);
            optimalStepSizes = max(reshapedBestHStep,[],1);
            
            function updateParallelWaitbar(~)
                hWaitbar.Value = p/N;
                p = p + 1;
            end
        end
    end
end"
4352,CustomSequence.m,74.0,60,56.67,100,100.0,53.33,70-80,"classdef CustomSequence < IncrementalSequence
    
    properties (Access = public)
        factor
    end
    
    methods (Access = public)
        
        function obj = CustomSequence(x0,x1,nSteps,initialValue,finalValue)
            obj@IncrementalSequence(x0,x1,nSteps,initialValue,finalValue);
        end
        
    end
    
    methods (Access = protected)
        
        function generateAlphaSequence(obj)
            if obj.nSteps < 2
                x = x1;
            else
                iSteps = 0:obj.nSteps-1;
                x = 1-(1-iSteps/(obj.nSteps-1)).^(obj.factor);
                x = (x1-x0)*x + x0;
            end
            obj.alpha = x;
        end
        
    end
    
end"
4353,customVisibilityCallback.m,78.284,60,85.71,60,100.0,85.71,70-80,"function customVisibilityCallback(blockHandle,useInputFile)

    mask = Simulink.Mask.get(blockHandle);
    InputFileGroup = mask.getDialogControl('InputFileGroup');
    CustomParameterGroup = mask.getDialogControl('CustomParameterGroup');

    if useInputFile
        InputFileGroup.Visible = 'on';
        CustomParameterGroup.Visible = 'off';
    else
        InputFileGroup.Visible = 'off';
        CustomParameterGroup.Visible = 'on';
    end
end"
4354,custom_cost.m,72.0,30,100.0,30,100.0,100.0,70-80,"function [ rob ] = custom_cost( x, t, auxData )

rob = t(1) + auxData(ceil(rand(1,1) * 10));
end"
4355,custom_dataset_example.m,79.166,100,56.25,100,100.0,39.58,70-80,"function custom_dataset_example(varargin)
  opts.numEpochs = 10 ;  % number of epochs
  opts.batchSize = 200 ;  % batch size
  opts.learningRate = 0.01 ;  % learning rate
  opts.gpu = 1 ;  % GPU index, empty for CPU mode
  
  opts = vl_argparse(opts, varargin) ;  % let user override options
  
  try run('../../setup_autonn.m') ; catch; end  % add AutoNN to the path
  
  rng('default') ;
  rng(0) ;
  

  images = Input('gpu', true) ;  % automatically move images to the GPU if needed
  labels = Input() ;

  f = 1/100 ;
  x = vl_nnconv(images, 'size', [5, 5, 1, 5], 'weightScale', f) ;
  x = vl_nnpool(x, 2, 'stride', 2) ;
  x = vl_nnconv(x, 'size', [5, 5, 5, 10], 'weightScale', f) ;
  x = vl_nnpool(x, 2, 'stride', 2) ;
  x = vl_nnconv(x, 'size', [5, 5, 10, 3], 'weightScale', f) ;

  objective = vl_nnloss(x, labels) ;  % what we minimize
  error = vl_nnloss(x, labels, 'loss', 'classerror') ;  % the error metric

  Layer.workspaceNames() ;
  
  net = Net(objective, error) ;
  
  
  figure(2) ;
  montage(getSamples(100), 'DisplayRange', [-0.5, 0.5]) ;
  title('Example images') ;


  solver = solvers.SGD('learningRate', opts.learningRate) ;
  
  stats = Stats({'objective', 'error'}) ;
  
  net.useGpu(opts.gpu) ;

  for epoch = 1:opts.numEpochs
    for batch = 1:25
      [images, labels] = getSamples(opts.batchSize) ;

      net.eval({'images', images, 'labels', labels}) ;
      
      solver.step(net) ;

      stats.update(net) ;
      stats.print() ;
    end
    stats.push('train') ;


    for batch = 1:5
      [images, labels] = getSamples(opts.batchSize) ;

      net.eval({'images', images, 'labels', labels}, 'test') ;

      stats.update(net) ;
      stats.print() ;
    end
    stats.push('val') ;
    
    
    figure(3) ; vl_tshow(net.getValue('conv1_filters')) ; title('Conv1 filters') ;
    figure(4) ; vl_tshow(net.getValue('conv2_filters')) ; title('Conv2 filters') ;
    figure(5) ; vl_tshow(net.getValue('x_filters')) ; title('Conv3 filters') ;

    stats.plot('figure', 1) ;
  end
end



function [images, labels] = getSamples(batchSize)
  labels = randi(3, batchSize, 1) ;
  
  numPoints = [3, 4, 50] ;
  
  images = zeros(32, 32, 1, batchSize, 'single') ;
  
  for i = 1:batchSize
    radius = randi([11, 14]) ;
    angles = rand(1) * 2 * pi + (0 : 2 * pi / numPoints(labels(i)) : 2 * pi) ;
    xs = 16.5 + cos(angles) * radius ;
    ys = 16.5 + sin(angles) * radius ;

    images(:,:,1,i) = poly2mask(xs, ys, 32, 32) ;
  end
  
  images = images - 0.5 ;
end"
4356,custom_lla2flat.m,79.324,100,87.1,45,100.0,64.52,70-80,"function [ north, east, up ] = custom_lla2flat( llaData, refData )

    format long g
    ellipsoidModel = 'WGS84';
    [NWP,~] = size(llaData);
    lat_DMS = cell(1,NWP);
    lon_DMS = cell(1,NWP);
    lat = cell(1,NWP);
    lon = cell(1,NWP);
    flat = cell(1,NWP);
    north = [];
    east = [];
    up = [];
    
    lat_ref_DMS = [str2double(refData{1,1}) str2double(refData{1,2}) str2double(refData{1,3})];
    lon_ref_DMS = [str2double(refData{1,4}) str2double(refData{1,5}) str2double(refData{1,6})];
    lat_ref =  dms2degrees(lat_ref_DMS);
    lon_ref =  dms2degrees(lon_ref_DMS);
    
    for i = 1:NWP
        lat_DMS{1,i} = [str2double(llaData{i,1}) str2double(llaData{i,2}) str2double(llaData{i,3})];
        lon_DMS{1,i} = [str2double(llaData{i,4}) str2double(llaData{i,5}) str2double(llaData{i,6})];
        lat{1,i} =  dms2degrees(lat_DMS{1,i});
        lon{1,i} =  dms2degrees(lon_DMS{1,i});
        flat{1,i} = lla2flat([lat{1,i} lon{1,i} 20],[lat_ref lon_ref],0,0,ellipsoidModel);
        north = [north ; flat{1,i}(1)];
        east = [east ; flat{1,i}(2)];
        up = [up ; -flat{1,i}(3)];
    end
    
end"
