file_index,file_name,language,content,score
2681,conjugategradient.m,matlab,"    
    timetic = tic();
    
    [stop, reason] = stoppingcriterion(problem, x, options, info, iter+1);
    
    if ~stop && abs(stats.stepsize) < options.minstepsize
        stop = true;
        reason = sprintf(['Last stepsize smaller than minimum '  ...
                          'allowed; options.minstepsize = %g.'], ...
                          options.minstepsize);
    end
    
    if stop
        if options.verbosity >= 1
            fprintf([reason '\\n']);
        end
        break;
    end
    
    
    df0 = M.inner(x, grad, desc_dir);
        
    if df0 >= 0
        
        if options.verbosity >= 3
            fprintf(['Conjugate gradient info: got an ascent direction '...
                     '(df0 = %2e), reset to the (preconditioned) '...
                     'steepest descent direction.\\n'], df0);
        end
        desc_dir = M.lincomb(x, -1, Pgrad);
        df0 = -gradPgrad;
        
    end
    
    
    [stepsize, newx, newkey, lsstats] = options.linesearch( ...
                   problem, x, desc_dir, cost, df0, options, storedb, key);
               
    
    [newcost, newgrad] = getCostGrad(problem, newx, storedb, newkey);
    newgradnorm = M.norm(newx, newgrad);
    Pnewgrad = getPrecon(problem, newx, newgrad, storedb, newkey);
    newgradPnewgrad = M.inner(newx, newgrad, Pnewgrad);
    
    
    if strcmpi(options.beta_type, 'steep') || ...",28.79
2681,conjugategradient.m,matlab,"                    beta = max(0, beta);
                
                case 'H-S-SATO'  % Hestenes-Stiefel+ from Sato's paper
                    Poldgrad = M.transp(x, newx, Pgrad);
                    numo = newgradPnewgrad - M.inner(newx, newgrad, Poldgrad);
                    deno = M.inner(newx, newgrad, desc_dir) - M.inner(x, grad, old_desc_dir);
                    betaHS = numo / deno;
                    betaDY = newgradPnewgrad / deno;
                    beta = max(min(betaHS, betaDY), 0);

                case 'H-Z' % Hager-Zhang+
                    diff = M.lincomb(newx, 1, newgrad, -1, oldgrad);
                    Poldgrad = M.transp(x, newx, Pgrad);
                    Pdiff = M.lincomb(newx, 1, Pnewgrad, -1, Poldgrad);
                    deno = M.inner(newx, diff, desc_dir);
                    numo = M.inner(newx, diff, Pnewgrad);
                    numo = numo - 2*M.inner(newx, diff, Pdiff)*...
                                     M.inner(newx, desc_dir, newgrad) / deno;
                    beta = numo / deno;

                    desc_dir_norm = M.norm(newx, desc_dir);
                    eta_HZ = -1 / ( desc_dir_norm * min(0.01, gradnorm) );
                    beta = max(beta, eta_HZ);
                
                case 'L-S' % Liu-Storey+ from Sato
                    Poldgrad = M.transp(x, newx, Pgrad);
                    numo = newgradPnewgrad - M.inner(newx, newgrad, Poldgrad);
                    deno = -1*M.inner(x, grad, old_desc_dir);
                    betaLS = numo / deno;
                    betaCD = newgradPnewgrad / deno;",17.21
2682,conjugate_dir_gausspts.m,matlab,"function [X,w]=conjugate_dir_gausspts(mu,P)

n=length(mu);
if n==2 || n==1
    if n==1
        w0=0.5811010092660772;
        w1=0.20498484723245053;
        w2=0.00446464813451093;
        r1=1.4861736616297834;
        r2=3.2530871022700643;
        
        A=sqrtm(P);
X=zeros(2*n+2^n+1,n);
X(1,:)=zeros(1,1);

X(2,:)=r1*A;
X(3,:)=-r1*A;
X(4,:)=r2*A;
X(5,:)=-r2*A;

",16.67
2682,conjugate_dir_gausspts.m,matlab,"
end
for i=1:1:2^n
    sig=0;
    for j=1:1:n
        sig=sig+dr(i,j)*A(:,j);
    end
    X(2*n+i,:)=r2*sig;
end

w=[w1*ones(1,2*n),w2*ones(1,2^n)]';
end
for i=1:1:n
    X(:,i)=X(:,i)+mu(i);
end

if isreal(X)==1 
1;
else
  error('imag points ') 
end

if isreal(w)==1 
1;
else
  error('imag weights ') 
end

if min(w)<0 
  error('neg weights ') 
end",22.35
2683,conjugate_dir_gausspts_till_6moment.m,matlab,"function [X,w]=conjugate_dir_gausspts_till_6moment(mu,P)
n=length(mu);
r=2.4142;
if n==2
x0=[1.7,0.2,3,0.02,5,0.002];
 x=fsolve(@D2sys,x0);
f=D2sys(x)
r1=x(1);
w1=x(2);
r2=x(3);
w2=x(4);
r3=x(5);
w3=x(6);

end
if n==3
r=2;
r1=1.6881059940166;
r2=1.545223430876;
r3=2.4158283260926;
w1=0.111809;
w2=0.0178901;
w3=0.0000750444;

end
if n==4
x0=[sqrt(3),0.2,3,0.02,5,0.002,2.4142];
x=fsolve(@D4sys,x0);
r1=x(1);
w1=x(2);
r2=x(3);
w2=x(4);
r3=x(5);
w3=x(6);
r=x(7);
end
[u,s,v]=svd(P);
A=chol(s)*u;
A=A';
A=sqrtm(P);
X=zeros(2*n+2^n+n*2^n+1,n);",12.77
2684,conjunctiveNormalForm.m,matlab,"function res = conjunctiveNormalForm(obj,varargin)



    nnf = false;

    if nargin > 1 
        nnf = varargin{1};
    end

    if ~nnf
        obj = negationNormalForm(obj);
    end

    while true
        [obj,cnt] = aux_rewrite(obj);
        if cnt == 0
            break;
        end
    end

    res = obj;
end



function [res,cnt] = aux_rewrite(obj)

    if strcmp(obj.type,'|') % ---
        
        [lhs,cnt1] = aux_rewrite(obj.lhs);
        [rhs,cnt2] = aux_rewrite(obj.rhs);

        cnt = cnt1 + cnt2;

        if strcmp(lhs.type,'&') && strcmp(rhs.type,'&')
            res = (lhs.lhs | rhs.lhs) & (lhs.lhs | rhs.rhs) & ...
                            (lhs.rhs | rhs.lhs) & (lhs.rhs | rhs.rhs);
            cnt = cnt + 1;
        elseif strcmp(lhs.type,'&')
            res = (rhs | lhs.lhs) & (rhs | lhs.rhs);
            cnt = cnt + 1;",18.18
2685,conKnlGphPQD.m,matlab,"function [KP, KQ, beta, lamQ] = conKnlGphPQD(gphs, parKnl)

alg = ps(parKnl, 'alg', 'toy');
beta = ps(parKnl, 'beta', 0);
lamQ = ps(parKnl, 'lamQ', 1);

gph1 = gphs{1};
gph2 = gphs{2};
[n1, m1] = size(gph1.G);
[n2, m2] = size(gph2.G);
prIn('conKnlGphPQD', 'alg %s, n1 %d, n2 %d, m1 %d, m2 %d', alg, n1, n2, m1, m2);

if strcmp(alg, 'toy')
    KP = zeros(n1, n2);
    DQ = conDst(gph1.XQ, gph2.XQ);
    KQ = exp(-DQ / .15);

elseif strcmp(alg, 'pas')
    DP = conDst(gphs{1}.XP, gphs{2}.XP);
    KP = exp(-real(sqrt(DP)));    

    Dst1 = repmat(gph1.dsts', 1, m2);
    Dst2 = repmat(gph2.dsts, m1, 1);
    Dst = abs(Dst1 - Dst2) ./ (min(Dst1, Dst2) + eps);

    Ang1 = repmat(gph1.angAs', 1, m2);
    Ang2 = repmat(gph2.angAs, m1, 1);
    Ang = abs(Ang1 - Ang2);
    
    KQ = exp(-(Dst + Ang) / 2);
    
elseif strcmp(alg, 'pas2')
    DP = conDst(gphs{1}.XP, gphs{2}.XP);
    KP = exp(-real(sqrt(DP)));    

    Dst1 = repmat(gph1.dsts', 1, m2);
    Dst2 = repmat(gph2.dsts, m1, 1);
    Dst = abs(Dst1 - Dst2) ./ (min(Dst1, Dst2) + eps);

    Ang1 = repmat(gph1.angAs', 1, m2);
    Ang2 = repmat(gph2.angAs, m1, 1);",11.99
2686,conKnlGphTra.m,matlab,"function [KP, KQ] = conKnlGphTra(XPtss, XEgss, Egss, As, P, parKnl)

wEg = ps(parKnl, 'wEg', []);

nF = size(P, 1);
k10 = size(As{1}, 1);
k20 = size(As{2}, 1);
k0 = k10 * k20;
prIn('conKnlGphTra', 'k10 %d, k20 %d, nF %d', k10, k20, nF);

[KP, CP] = zeross(k10, k20);
KQ = sparse(k0, k0);
CQ = sparse(k0, k0);
prCIn('frame', nF, .1);
for iF = 1 : nF
    prC(iF);
    
    p1 = P(iF, 1);
    p2 = P(iF, 2);

    XPts = {XPtss{1}{p1}, XPtss{2}{p2}};
    XEgs = {XEgss{1}{p1}, XEgss{2}{p2}};",18.85
2687,conKnlLi.m,matlab,"function conKnlLi(X, dims, paraFt)

global KG KGs;

neis = ps(paraFt, 'neis', []);
nei = ps(paraFt, 'nei', .1);
a = ps(paraFt, 'a', []);
isKs = psY(paraFt, 'Ks', 'n');
isNor = psY(paraFt, 'nor', 'n');

[dim, n] = size(X);

if isempty(dims)
    dims = ones(1, dim);
end
nFt = length(dims);
s = n2s(dims);

if isempty(neis)
    neis = repmat(nei, nFt, 1);
end

if isKs
    KGs = zeross(n, n, nFt);
end

KG = zeros(n, n);
for iFt = 1 : nFt
    idx = s(iFt) : s(iFt + 1) - 1;

    conDst(X(idx, :), X(idx, :));

    Ki = conKnl([], 'nei', neis(iFt));

    if isKs
        KGs(:, :, iFt) = Ki;
    end
    KG = KG + Ki * a(iFt);
",20.56
2688,conMaskLengthyStartVoxels.m,matlab,"function conMaskLengthyStartVoxels(timeMaskFileOut, startVoxelMaskFile, pathsRootFile)

niMask = niftiRead(startVoxelMaskFile);
if(isempty(niMask.data))
    error('Could not find the start voxel mask.');
end

timeMask = zeros(size(niMask.data));
npData = zeros(size(niMask.data));
[pathDir] = fileparts(pathsRootFile);

pathNames = dir(pathsRootFile);
disp(['Processing ' num2str(length(pathNames)) ' pathway files...']);
ticPercent = 10;
lastPercent = 0;
for nn=1:length(pathNames)
    curName = pathNames(nn).name;
    pathFile = fullfile(pathDir,curName);
    fid = fopen(pathFile,'rb','b');
    d = fread(fid,'float');fclose(fid);
    fp=1;
    pp=1;
    while(fp <= length(d))
        numstats    = d(fp);
        npoints     = d(fp+1);
        [i,j,k] = xyz2ijk(d(fp+4),d(fp+5),d(fp+6),niMask);
        timeMask(i,j,k) = timeMask(i,j,k)+d(fp+2);
        npData(i,j,k) = npData(i,j,k)+1;
        fp = fp+2+numstats+3*npoints;
        pp=1+pp;
    end
    [lastPercent] = progress(nn,lastPercent,ticPercent,length(pathNames));
end
disp(['Total time required by pathway computation: ' num2str(sum( timeMask(:) )) ' seconds.']);
disp(['Total GM covered: ' num2str(sum( npData(:)>0 )) ' voxels.']);
avgTimePP = zeros(size(timeMask));
avgTimePP(npData>0) = timeMask(npData>0) ./ npData(npData>0);
disp(['Max. average time required per GM point ' num2str(max( avgTimePP(:) )) ' seconds']);

timeMask(timeMask>0) = 1;
dtiWriteNiftiWrapper (timeMask, niMask.qto_xyz, timeMaskFileOut);

return;

function [i,j,k] = xyz2ijk(x,y,z,niData)
index = inv(niData.qto_xyz(1:3,1:3))*[x;y;z]+1;
i = round(index(1)); j=round(index(2)); k=round(index(3));
if(outBounds(i,j,k,niData.data))",19.51
2689,ConnecCoordFromInterpAndMesh.m,matlab,"classdef ConnecCoordFromInterpAndMesh < handle

    properties (Access = public)
        coord
        connec
    end

    properties (Access = private)
        mesh
        interp
        order
    end

    methods (Access = public)

        function obj = ConnecCoordFromInterpAndMesh(cParams)
            obj.init(cParams)
        end

        function compute(obj)
            obj.computeDofs();
            obj.computeCoords();
        end

    end

    methods (Access = private)

        function init(obj,cParams)
            obj.mesh   = cParams.mesh;
            obj.interp = cParams.interpolation;
            obj.order   = cParams.order;
        end
        
        function computeDofs(obj)",27.62
2689,ConnecCoordFromInterpAndMesh.m,matlab,"                        ind = (j-1)*ndofEd+1:j*ndofEd;
                        if (locPointEdge(i,j)~=j)
                            ind = flip(ind);
                        end
                        dofsEdges(i,ind) = edges(i,j)*ndofEd-(ndofEd-1):edges(i,j)*ndofEd;
                    end
                end
                dofsEdges = dofsEdges + obj.mesh.nnodes;
            end
        end
        
        function dofsElements = computeDofsElements(obj,dofsEdges)
            if obj.order == 1
                dofsElements = [];
            else
                ord = obj.order-2;
                ndofsElements = 0;
                for i = 0:ord
                    ndofsElements = ndofsElements + i;
                end
                dofsElements = zeros(obj.mesh.nelem,ndofsElements);
                for i = 1:obj.mesh.nelem
                    dofsElements(i,:) = (i-1)*ndofsElements+1:i*ndofsElements;
                end
                dofsElements = dofsElements + max(max(dofsEdges));
            end
        end
        
        function computeCoords(obj)",21.35
2690,ConnecRenumbering.m,matlab,"classdef ConnecRenumbering < handle
       
    properties (Access = private)
        oldNodes
        newNodes
    end
    
    methods (Access = public)
        
        function obj = ConnecRenumbering(cParams)
            obj.init(cParams)
        end

        function newConnec = renumber(obj,connec)
            nodes        = obj.oldNodes;
            M            = zeros(max(nodes(:)),1);
            M(nodes)     = obj.newNodes;
            newConnec    = zeros(size(connec));
            newConnec(:) = M(connec);
        end
        
    end
    
    methods (Access = private)
        
        function init(obj,cParams)
            obj.oldNodes = cParams.oldNodes;
            obj.newNodes = cParams.newNodes;
        end
        
    end
    
end",25.4
2691,Connect1D.m,matlab,"function [EToE, EToF] = Connect1D(EToV)


Nfaces = 2;
K = size(EToV,1); TotalFaces = Nfaces*K; Nv = K+1;

vn = [1,2];

SpFToV = spalloc(TotalFaces, Nv, 2*TotalFaces);
sk = 1;
for k=1:K
  for face=1:Nfaces
     SpFToV( sk, EToV(k, vn(face))) = 1;
     sk = sk+1;
  end
end

SpFToF = SpFToV*SpFToV' - speye(TotalFaces);

[faces1, faces2] = find(SpFToF==1);

element1 = floor( (faces1-1)/Nfaces )  + 1;
face1    =   mod( (faces1-1), Nfaces ) + 1;
element2 = floor( (faces2-1)/Nfaces )  + 1;
face2    =   mod( (faces2-1), Nfaces ) + 1;

ind = sub2ind([K, Nfaces], element1, face1);
EToE      = (1:K)'*ones(1,Nfaces);
EToF      = ones(K,1)*(1:Nfaces);
EToE(ind) = element2; EToF(ind) = face2;
return",17.11
2692,Connect2D.m,matlab,"function [EToE, EToF] = Connect2D(EToV)


Nfaces = 3;

K = size(EToV,1); Nv = max(max(EToV));

TotalFaces = Nfaces*K;

vn = [[1,2];[2,3];[1,3]];

SpFToV = spalloc(TotalFaces, Nv, 2*TotalFaces);
sk = 1;
for k=1:K
  for face=1:Nfaces
    SpFToV( sk, EToV(k, vn(face,:))) = 1;
    sk = sk+1;
  end
end

SpFToF = SpFToV*SpFToV' - 2*speye(TotalFaces);

[faces1, faces2] = find(SpFToF==2);

element1 = floor( (faces1-1)/Nfaces ) + 1; face1 = mod( (faces1-1), Nfaces ) + 1;
element2 = floor( (faces2-1)/Nfaces ) + 1; face2 = mod( (faces2-1), Nfaces ) + 1;",19.72
2693,connectAdd.m,matlab,"function n = connectAdd(n1, n2, C, varargin)
con.id = length(n2.con)+1;
con.class = 'connection';
con.nClass = 3;

con.source = n1.id;
con.sourceClass = n1.class;
con.nSourceClass = n1.nClass;   % numerical class (1: stimulus, 2: network)
con.sourceAxis = n1.f;
con.sourceAxisScale = n1.fspac;
con.nSourceAxisScale = n1.nFspac;
con.sourceAxisTick = n1.tick;
con.sourceN = n1.N;

con.target = n2.id;
con.targetClass = n2.class;
con.nTargetClass = n2.nClass;
con.targetAxis = n2.f;
con.targetAxisScale = n2.fspac;
con.nTargetAxisScale = n2.nFspac;
con.targetAxisTick = n2.tick;
con.targetN = n2.N;


if con.nSourceClass == 1
    con.type = '1freq';     % default connection type for stimulus source
else
    con.type = 'Allfreq';   % default connection type for network source
end
con.dStep = 0;
con.sStep = 0;
con.no11 = 0;
con.tol  = .01;         % tolerance for fareyratio (used for 2freq)",23.1
2693,connectAdd.m,matlab,"    
    if ischar(varargin{i}) && strcmpi(varargin{i}(1:3),'sav') && length(varargin) > i && isscalar(varargin{i+1})
        con.sStep = varargin{i+1};
    end
    
    if ischar(varargin{i}) && strcmpi(varargin{i},'no11')
        con.no11 = 1;
    end
    
    if ischar(varargin{i}) && strcmpi(varargin{i}(1:3),'sca')
        userScale = 1;
    end
    
    if ischar(varargin{i}) && strcmpi(varargin{i}(1:3),'nos')
        userScale = 0;
    end
    
    if ischar(varargin{i}) && strcmpi(varargin{i},'phasedisp')
        con.phaseDisp = 1;
    end
    
    if ischar(varargin{i}) && ~strcmpi(varargin{i},'learn') && ~strcmpi(varargin{i}(1:3),'typ') ...
            && ~strcmpi(varargin{i}(1:3),'wei') && ~strcmpi(varargin{i}(1:3),'dis') && ~strcmpi(varargin{i}(1:3),'sav') ...
            && ~any(strcmpi(varargin{i},types)) && ~strcmpi(varargin{i},'no11') && ~strcmpi(varargin{i},'phasedisp') ...
            && ~any(strcmpi(varargin{i}(1:3),{'sca' 'nos'}))
        error(['Unrecognized input to connectAdd: ' varargin{i}])
    end
    
end


F2 = repmat(n2.f, 1, n1.N);

if n1.nClass == 1 % if stimulus source
    F1 = F2;
    if isempty(n1.f) && ismember(lower(con.type), {'2freq', '3freq', '3freqall'})
        error(['Connection type ''' lower(con.type) ''' not available for stimulus source with no frequency gradient'])
    end
else
    F1 = repmat(n1.f', n2.N, 1);
end

switch lower(con.type)
    
    case '1freq' % one-frequency monomials",14.7
2693,connectAdd.m,matlab,"            [NUM1,  NUM2,  DEN] = inputExponentsInternal(n1.f, X1i, X2i, Zi);
        else
            [X1i, X2i, Zi] = inputShapeOther(n1.N, n2.N);
            [NUM1,  NUM2,  DEN] = inputExponentsOther(n1.f, n2.f, X1i, X2i, Zi);
        end
        con.IDX1 = X1i;
        con.IDX2 = X2i;
        con.IDXZ  = Zi;
        con.CON1 = (NUM1<0);
        con.CON2 = (NUM2<0);
        NUM1 = abs(NUM1);
        NUM2 = abs(NUM2);
        con.NUM1 = NUM1;
        con.NUM2 = NUM2;
        con.DEN = DEN;
        con.mask = (NUM1 + NUM2 > 0);   % exclude connections with no resonant monomial within tolerance
        if n1.nClass == 1 % if stimulus source
            F = repmat(n2.f, 1, size(DEN, 2));
        else
            F = (NUM1.*n1.f(X1i) + NUM2.*n1.f(X2i) + DEN.*n2.f(Zi)) ...
                ./(NUM1 + NUM2 + DEN);
        end
        con.nType = 4;
        
    case 'active' % Full series of active nonlinearities
        F = (2*F1.*F2)./(F1+F2);
        con.nType = 5;
        
    case 'all2freq' % Full series of resonant monomials
        F = (2*F1.*F2)./(F1+F2);
        con.nType = 6;
        
    case 'allfreq' % Full series of resonant monomials including conjugates
        F = (2*F1.*F2)./(F1+F2);
        con.nType = 7;
        
end


if ~isempty(userScale)
    con.scale = userScale;    % use user-specified scale flag if any
elseif n2.nFspac == 2 % log spacing
    con.scale = 1;",18.36
2693,connectAdd.m,matlab,"        error('Incorrect size of C (3rd input argument)')
    else
        con.C0 = C;
    end
end

con.C = con.C0;


mask = 1;
if con.nType == 2 && con.no11   % 2freq with no11
    mask = ~(con.NUM == 1 & con.DEN == 1);
elseif con.nType == 3 || con.nType == 4     % 3freq or 3freqAll
    mask = con.mask;
elseif con.source == con.target && con.nSourceClass == 2    % internal connection
    mask = ~eye(size(con.C));          % ... Won't learn self-connections
end

con.lambda = con.lambda .* mask;
con.mu1 = con.mu1 .* mask;
con.mu2 = con.mu2 .* mask;
con.kappa = con.kappa .* mask;
con.C0    = con.C0    .* mask;
con.C     = con.C     .* mask;

n = n2;
n.con{con.id} = con;

if con.learn
    n.learnList = [n.learnList con.id];
end",23.44
2694,ConnectCDDIS.m,matlab,"function [] = ConnectCDDIS()


if ~contains(pwd, 'WORK')
    errordlg('Please change the Matlab work folder to raPPPid/WORK/', 'Error')
    return
end

netrc_path = '../CODE/OBSERVATIONS/ObservationDownload/cURL/';
netrc_file = '.netrc';
netrc = [netrc_path netrc_file];

clc
fprintf('\\nConnecting CDDIS account.\\n');
fprintf(2, 'Please make sure to enter your username and password in the correct format.\\n');

fprintf(2, '\\nFormat:''user''\\n');
prompt = ""Enter your user name:"";
usern = input(prompt);

fprintf(2, '\\nFormat:''password''\\n');
prompt = ""Enter your password:"";
passw = input(prompt);

delete(netrc)

fid = fopen(netrc,'w+');
fprintf(fid,'machine urs.earthdata.nasa.gov\\n'); 	% first line
fprintf(fid,'%s %s\\n', 'login',    usern);          % second line
fprintf(fid,'%s %s\\n', 'password', passw);          % third line
fclose(fid);",29.43
2696,connectedComponentV.m,matlab,"function [C] = connectedComponentV(VV,TAG)

TOVISIT = 1;
VISITED = 2;

TAG(TAG ~= 0) = TOVISIT; % mark as to visit
C = cell(1,1);
Crow = 1;

I = find(TAG);

for i = I'
    if (TAG(i) == 1) % must be visited
        CElem = [i];
        toVisit = [i];
        TAG(i) = VISITED;
        
        while size(toVisit) ~= 0
            current = toVisit(1);
            toVisit = toVisit(2:end);
            ns = find(VV(:,current));
            for j=1:size(ns)
                neigh = ns(j);
                if (neigh == -1)",29.61
2697,connectedkernel.m,matlab,"function [K,runtime] = connectedkernel(Graphs, k)

n=size(Graphs,2);
switch k
 case 3
  freq=zeros(n,2);
 case 4
  freq=zeros(n,6);
 case 5
  freq=zeros(n,21);
end

t=cputime; % for measuring runtime
switch k
  case 3
   for i=1:n
     freq(i,:)=countconnected3graphlets(Graphs(i).am, Graphs(i).al);
     sum_freq=sum(freq(i,:));
     if sum_freq~=0 freq(i,:)=freq(i,:)/sum_freq; end % for relative number of graphlets
   end
 case 4
   for i=1:n
     freq(i,:)=countconnected4graphlets(Graphs(i).am, Graphs(i).al);
     sum_freq=sum(freq(i,:));
     if sum_freq~=0 freq(i,:)=freq(i,:)/sum_freq; end % for relative number of graphlets
   end
 case 5
   for i=1:n
     freq(i,:)=countconnected5graphlets(Graphs(i).am, Graphs(i).al);
     sum_freq=sum(freq(i,:));
     if sum_freq~=0 freq(i,:)=freq(i,:)/sum_freq; end % for relative number of graphlets
   end
end
K=freq*freq';

runtime=cputime-t; % computation time of K",15.71
2698,connectedness_metrics.m,matlab,"function [dci,cio,cioo] = connectedness_metrics(varargin)

    persistent ip;

    if (isempty(ip))
        ip = inputParser();
        ip.addRequired('am',@(x)validateattributes(x,{'double'},{'real' 'finite' 'binary' '2d' 'square' 'nonempty'}));
        ip.addOptional('gd',[],@(x)validateattributes(x,{'double'},{'real' 'finite' 'integer' 'positive' 'increasing'}));
    end

    ip.parse(varargin{:});

    ipr = ip.Results;
    [am,gd] = validate_input(ipr.am,ipr.gd);

    nargoutchk(2,3);

    [dci,cio,cioo] = connectedness_metrics_internal(am,gd);

end",28.11
2698,connectedness_metrics.m,matlab,"                    if ((i > g_j0) && (i <= g_j1))
                        g_beg = g_j0 + 1;
                        g_end = g_j1;
                    end
                end
            end

            nifo(i) = ni(i) - sum(am(g_beg:g_end,i));
            noto(i) = no(i) - sum(am(i,g_beg:g_end));
        end

        cioo = (sum(nifo) + sum(noto)) / (2 * gd_len * (n / gd_len));
    end

end

function [am,gd] = validate_input(am,gd)

    amv = am(:);

    if (numel(amv) < 4)
        error('The value of ''am'' is invalid. Expected input to be a square matrix with a minimum size of 2x2.');
    end

    if (~isempty(gd))
        if (~isvector(gd) || (numel(gd) < 2))
            error('The value of ''gd'' is invalid. Expected input to be a vector containing at least 2 elements.');
        end

        gd = gd(:);
    end

end",26.15
2700,Connected_component_region_2d.m,matlab,"function conneted_region = ...
    Connected_component_region_2d( seed_point, image_slice )




seed_point = fliplr(seed_point);


image_slice = logical(image_slice);
conneted_points_list_of = seed_point;
indicator_function = true;
size_of_image_slice = size(image_slice);


while indicator_function
    neigbouring_points = Neighbourhood_4_points_for_2D_images(seed_point,...
        image_slice);


    list_of_linear_indices = sub2ind(size_of_image_slice,...
        neigbouring_points(:,2),neigbouring_points(:,1));

    output_of_the_image = image_slice(list_of_linear_indices);

    true_points = find(output_of_the_image);

    accepted_points = neigbouring_points(true_points,:);

    accepted_points = setdiff(accepted_points,conneted_points_list_of,'rows');

    conneted_points_list_of = cat(1,...
        conneted_points_list_of,accepted_points);

    seed_point = accepted_points;


    if isempty(accepted_points)

        indicator_function = false;

    end

end

conneted_points_list_of = fliplr(conneted_points_list_of);
connected_index = sub2ind(size(image_slice),conneted_points_list_of(:,1),conneted_points_list_of(:,2));
conneted_region = zeros(size(image_slice));
conneted_region(connected_index) = true;",14.75
2701,ConnectGraph.m,matlab,"function layer = ConnectGraph(layer)

for i=1:length(layer)
    if strcmpi(class(layer{i}), 'InputNode') || strcmpi(class(layer{i}), 'Weight2ActivationNode')
    else
        if isempty(layer{i}.prev)
            layer{i}.prev = -1;
        end
    end
end

for i=1:length(layer); layer{i}.next = []; end
for i=length(layer):-1:1
    if strcmpi(class(layer{i}), 'InputNode') || strcmpi(class(layer{i}), 'Weight2ActivationNode'); continue; end
    for j=1:length(layer{i}.prev)
        layer{i+layer{i}.prev(j)}.next(end+1) = -layer{i}.prev(j);
    end
end

for i=1:length(layer)
    if strcmpi(class(layer{i}), 'InputNode') || strcmpi(class(layer{i}), 'Weight2ActivationNode')
        continue;
    end
    prev = layer{i}.prev;
    absPrev = prev + i;
    
    for j=1:length(prev)
        prevOutDims(:,j) = layer{absPrev(j)}.dim(1:2);
    end
    layer{i}.dim(3:4) = prevOutDims(:,1)';    % the input dimension of the current layer is the same as the output dimension of the previous layer.
    ",16.05
2702,ConnectIntersection.m,matlab,"function [Segment, newSegmentName] = ConnectIntersection(Segment)

    ud = get(gcf,'UserData');
    Seg = ud.Seg;
    title(Seg.axHandle, 'Select and drag a segment intersection', 'FontSize',12);

    lonEnd = [Segment.lon1; Segment.lon2];
    latEnd = [Segment.lat1; Segment.lat2];
    set(gcf, 'WindowButtonDownFcn', @(h,e)setappdata(gcf,'doneClick',true));
    setappdata(gcf, 'doneClick', false);
    hMarker = plot(0, 0, 'ro', 'Tag', 'HighlightIntersection');  % draw initial circle marker
    while ~getappdata(gcf, 'doneClick')
        [x, y] = GetCurrentAxesPosition;
        set(Seg.pszCoords, 'string', sprintf('(%7.3f)  %7.3f  ; %7.3f', wrapTo180(x), x, y));

        d2 = (lonEnd - x).^2 + (latEnd - y).^2;
        [minDVal, minDIdx] = min(d2); %#ok<ASGLU>
        [lonClose, latClose] = deal(lonEnd(minDIdx), latEnd(minDIdx));

        set(hMarker, 'XData',lonClose, 'Ydata',latClose);
        drawnow; pause(0.05);
    end
    set(gcf, 'WindowButtonDownFcn', '');

    hLine = plot([lonClose lonClose], [latClose latClose], '-r', 'lineWidth',1, 'Tag','lineMove');
    hMarker2 = plot(lonClose, latClose, 'ro', 'Tag','HighlightIntersection02');

    set(gcf, 'WindowButtonUpFcn', @(h,e)setappdata(gcf,'doneClick',true));
    setappdata(gcf, 'doneClick', false);
    while ~getappdata(gcf, 'doneClick')
        [x, y] = GetCurrentAxesPosition;
        set(Seg.pszCoords, 'string', sprintf('(%7.3f)  %7.3f  ; %7.3f', wrapTo180(x), x, y));

        d2 = (lonEnd - x).^2 + (latEnd - y).^2;
        [minDVal, minDIdx] = min(d2); %#ok<ASGLU>
        [lonCon, latCon] = deal(lonEnd(minDIdx), latEnd(minDIdx));

        set(hLine, 'xData',[lonClose lonCon], 'yData',[latClose latCon]);",17.77
2704,connectionLiveDisplay.m,matlab,"function connectionLiveDisplay(M, nx, cx, ix, t)

persistent connectionDispMap;

if ix == 0
    con = M.n{nx}.con{cx};
    if con.nSourceClass == 1
        sourceObject = M.s{con.source};
    else
        sourceObject = M.n{con.source};
    end
    targetObject = M.n{nx};
    
    if isfield(con,'aAx') && ishghandle(con.aAx)
        connectionData.aAx = con.aAx;
        axes(con.aAx)
    elseif ~ishghandle(10000+1000*nx+100*cx)
        figure(10000+1000*nx+100*cx)
        set(gcf, 'Position', [2 550 500 400])
    else
        figure(10000+1000*nx+100*cx)
    end
    is3freq = con.nType == 3 || con.nType == 4;   % if 3freq or 3freqall
    
    if isfield(sourceObject, 'f')
        con.sourceAxis = sourceObject.f;
    end
    if con.nSourceClass~=1 && isfield(sourceObject, 'nFspac')
        con.nSourceAxisScale = sourceObject.nFspac;
    end
    if isfield(sourceObject, 'tick')
        con.sourceAxisTick = sourceObject.tick;",22.42
